Id;pais;provincia_departamento;ciudad;property_type;operation_type;rooms;bedrooms;bathrooms;surface_total;currency;price
7192;Argentina;Capital Federal;Abasto;Departamento;Venta;2;1;1;41;USD;92000
7193;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;35;USD;71500
7194;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;2;80;USD;85054
7195;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;2;1;1;31;USD;89000
7196;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;3;201;USD;81751
7197;Argentina;Santa Fe;Rosario;Departamento;Venta;4;2;2;75;USD;124000
7198;Argentina;Capital Federal;Caballito;Departamento;Venta;5;4;3;130;USD;285000
7199;Argentina;Capital Federal;Velez Sarsfield;Departamento;Venta;3;2;1;50;USD;80000
7200;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;2;45;USD;137500
7201;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;3;2;1;70;USD;70000
7202;Argentina;Capital Federal;Once;Departamento;Venta;4;3;1;94;USD;175000
7203;Argentina;Capital Federal;San Nicolas;Departamento;Venta;2;1;1;34;USD;77000
7204;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;71;USD;670000
7205;Argentina;Capital Federal;Villa Urquiza;Departamento;Venta;2;1;1;40;USD;115000
7206;Argentina;Capital Federal;Palermo;Departamento;Venta;4;3;2;97;USD;259000
7207;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;70;USD;41288
7208;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;2;69;USD;52298
7209;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;120;USD;82576
7210;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;66;USD;46793
7211;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;4;270;USD;233966
7212;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;112;USD;86936
7213;Argentina;Bs.As. G.B.A. Zona Oeste;Moreno;Departamento;Venta;2;1;1;38;USD;64900
7214;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;2;1;1;42;USD;92000
7215;Argentina;Buenos Aires Interior;Bahia Blanca;Departamento;Venta;2;1;1;42;USD;90000
7216;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;40;USD;70000
7217;Argentina;Capital Federal;Belgrano;Departamento;Venta;3;2;1;57;USD;159000
7218;Argentina;Capital Federal;Recoleta;Departamento;Venta;1;1;1;33;USD;115000
7219;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;107;USD;103220
7220;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;34;USD;87000
7221;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;2;50;USD;205713
7222;Colombia;Cundinamarca;Chia;Apartamento;Venta;3;3;2;109;USD;121112
7223;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;4;3;3;151;USD;515000
7224;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;45;USD;70000
7225;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;2;1;1;54;USD;260000
7226;Argentina;Capital Federal;Chacarita;Departamento;Venta;2;1;1;38;USD;119000
7227;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;82;USD;118359
7228;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;60;USD;62758
7229;Argentina;Capital Federal;Liniers;Departamento;Venta;1;1;1;28;USD;44000
7230;Argentina;Capital Federal;Constitucion;Departamento;Venta;1;1;1;23;USD;52000
7231;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;1;65;USD;78000
7232;Argentina;Capital Federal;Liniers;Departamento;Venta;2;1;1;38;USD;65000
7233;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;78;USD;77071
7234;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;53;USD;135000
7235;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;2;105;USD;440000
7236;Argentina;Capital Federal;Las Canitas;Departamento;Venta;3;2;2;54;USD;165000
7237;Argentina;Cordoba;Cordoba;Departamento;Venta;6;2;1;47;USD;55000
7238;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;74;USD;66061
7239;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;151;USD;178915
7240;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;35;USD;66000
7241;Argentina;Capital Federal;Boedo;Departamento;Venta;2;1;1;43;USD;90000
7242;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;2;60;USD;61932
7243;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;100;USD;68814
7244;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;40;USD;99500
7245;Argentina;Capital Federal;Boedo;Departamento;Venta;3;2;1;59;USD;155000
7246;Argentina;Santa Fe;Rosario;Departamento;Venta;4;2;3;112;USD;260000
7247;Argentina;Bs.As. G.B.A. Zona Oeste;La Matanza;Departamento;Venta;4;3;1;82;USD;54000
7248;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;1;1;1;46;USD;128000
7249;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;2;58;USD;61932
7250;Argentina;Buenos Aires Interior;Bahia Blanca;Departamento;Venta;2;1;1;42;USD;82000
7251;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;46;USD;155000
7252;Argentina;Capital Federal;Balvanera;Departamento;Venta;2;1;1;41;USD;89900
7253;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;2;1;1;38;USD;72000
7254;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;37;USD;50000
7255;Colombia;Atlantico;Barranquilla;Apartamento;Venta;1;1;1;54;USD;35783
7256;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;58;USD;88000
7257;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;3;190;USD;200936
7258;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;2;56;USD;97715
7259;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;91;USD;96339
7260;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;33;USD;129000
7261;Argentina;Capital Federal;Flores;Departamento;Venta;1;1;1;33;USD;84000
7262;Argentina;Bs.As. G.B.A. Zona Norte;San Miguel;Departamento;Venta;2;1;1;38;USD;62000
7263;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;60;USD;980000
7264;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;93;USD;101844
7265;Argentina;Capital Federal;Caballito;Departamento;Venta;1;1;1;23;USD;76500
7266;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;32;USD;80000
7267;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;26;USD;55900
7268;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;2;88;USD;88081
7269;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;112;USD;185109
7270;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;49;USD;153000
7271;Colombia;Quindio;Armenia;Apartamento;Venta;2;2;1;53;USD;17892
7272;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;39;USD;86000
7273;Argentina;Bs.As. G.B.A. Zona Oeste;Moran;Departamento;Venta;3;2;1;66;USD;110000
7274;Argentina;Buenos Aires Costa Atlantica;Mar de Aja;Departamento;Venta;1;1;1;23;USD;26100
7275;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;1;75;USD;87000
7276;Argentina;Santa Fe;Esperanza;Departamento;Venta;4;3;1;60;USD;23000
7277;Argentina;Capital Federal;Palermo;Departamento;Venta;4;2;2;120;USD;495000
7278;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;52;USD;86900
7279;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;100;USD;148637
7280;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;92;USD;272000
7281;Argentina;Buenos Aires Interior;Bahia Blanca;Departamento;Venta;3;2;3;90;USD;230000
7282;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;53;USD;68000
7283;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;2;71;USD;55051
7284;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;54;USD;41288
7285;Argentina;Capital Federal;Recoleta;Departamento;Venta;6;3;3;174;USD;570000
7286;Argentina;Capital Federal;Palermo;Departamento;Venta;5;3;2;211;USD;1290000
7287;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;30;USD;64000
7288;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;43;USD;85000
7289;Colombia;Atlantico;Barranquilla;Apartamento;Venta;1;1;1;40;USD;38536
7290;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;47000
7291;Argentina;Capital Federal;Recoleta;Departamento;Venta;3;2;2;70;USD;210000
7292;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;121;USD;143132
7293;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;2;2;139;USD;550000
7294;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;3;74;USD;59180
7295;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;94;USD;218827
7296;Argentina;Capital Federal;Balvanera;Departamento;Venta;2;1;1;35;USD;70000
7297;Argentina;Capital Federal;Recoleta;Departamento;Venta;1;1;1;25;USD;75000
7298;Argentina;Buenos Aires Costa Atlantica;Villa Gesell;Departamento;Venta;3;2;1;57;USD;65000
7299;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;157;USD;85329
7300;Argentina;Capital Federal;Belgrano;Departamento;Venta;5;4;3;313;USD;760000
7301;Argentina;Capital Federal;Boedo;Departamento;Venta;1;1;1;24;USD;65000
7302;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;72;USD;66061
7303;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;3;119;USD;145885
7304;Colombia;Risaralda;Pereira;Apartamento;Venta;3;3;2;59;USD;38536
7305;Argentina;Capital Federal;Villa Urquiza;Departamento;Venta;2;1;1;38;USD;110000
7306;Argentina;Capital Federal;Villa del Parque;Departamento;Venta;2;1;1;38;USD;90000
7307;Argentina;Bs.As. G.B.A. Zona Sur;Lanus;Departamento;Venta;6;3;2;125;USD;245000
7308;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;78;USD;56427
7309;Argentina;Capital Federal;Balvanera;Departamento;Venta;4;4;2;91;USD;165000
7310;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;42;USD;64900
7311;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;44;USD;110000
7312;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;55;USD;125866
7313;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;38;USD;77000
7314;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;1;34;USD;54710
7315;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;45;USD;72000
7316;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;39;USD;75000
7317;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;91;USD;85329
7318;Argentina;Capital Federal;San Nicolas;Departamento;Venta;2;1;1;40;USD;105000
7319;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;42;USD;114000
7320;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;128;USD;210570
7321;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;39;USD;85000
7322;Argentina;Capital Federal;San Nicolas;Departamento;Venta;3;2;1;57;USD;115000
7323;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;8;7;1;140;USD;180000
7324;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;3;2;1;53;USD;128000
7325;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;38;USD;56000
7326;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;71;USD;64960
7327;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;33;USD;59900
7328;Argentina;Bs.As. G.B.A. Zona Norte;General San Martin;Departamento;Venta;3;2;1;68;USD;170000
7329;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;39;USD;119000
7330;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;42;USD;54000
7331;Argentina;Misiones;Posadas;Departamento;Venta;4;1;1;56;USD;80000
7332;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;2;1;1;46;USD;78000
7333;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;2;1;2;75;USD;250000
7334;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;3;2;2;67;USD;215000
7335;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;36;USD;73900
7336;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;2;60;USD;158000
7337;Colombia;Antioquia;Medellin;Apartamento;Venta;4;4;3;134;USD;132122
7338;Argentina;Bs.As. G.B.A. Zona Oeste;Moran;Departamento;Venta;1;1;1;27;USD;52000
7339;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;40;USD;77000
7340;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;37;USD;65658
7341;Argentina;Buenos Aires Interior;Bahia Blanca;Departamento;Venta;2;1;1;60;USD;110000
7342;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;3;2;1;76;USD;110000
7343;Argentina;Capital Federal;Villa del Parque;Departamento;Venta;3;2;1;51;USD;129900
7344;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;36;USD;29000
7345;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;28;USD;55000
7346;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;40;USD;132000
7347;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;4;181;USD;250482
7348;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;70;USD;252000
7349;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;65;USD;133000
7350;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;1;1;1;54;USD;112000
7351;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;35;USD;55000
7352;Argentina;Buenos Aires Costa Atlantica;Ostende;Departamento;Venta;2;1;1;52;USD;123000
7353;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;3;2;1;60;USD;169000
7354;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;2;1;55;USD;107900
7355;Argentina;Capital Federal;Almagro;Departamento;Venta;1;1;1;25;USD;74000
7356;Argentina;Capital Federal;Balvanera;Departamento;Venta;2;1;1;43;USD;90000
7357;Argentina;Capital Federal;Recoleta;Departamento;Venta;3;2;2;116;USD;460000
7358;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;73;USD;96339
7359;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;1;58;USD;35233
7360;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;3;87;USD;88081
7361;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;121;USD;165153
7362;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;3;2;2;90;USD;95000
7363;Argentina;Capital Federal;Belgrano;Departamento;Venta;4;3;2;150;USD;499000
7364;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;198;USD;228461
7365;Argentina;Bs.As. G.B.A. Zona Norte;General San Martin;Departamento;Venta;2;1;1;64;USD;92000
7366;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;2;52;USD;39912
7367;Argentina;Capital Federal;San Cristobal;Departamento;Venta;2;1;1;46;USD;114000
7368;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;25;USD;50000
7369;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;5;185;USD;178915
7370;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;45;USD;142000
7371;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;50;USD;60556
7372;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;39;USD;77000
7373;Argentina;Capital Federal;Belgrano;Departamento;Venta;3;2;2;72;USD;229000
7374;Colombia;Risaralda;Pereira;Apartamento;Venta;3;3;2;81;USD;45417
7375;Colombia;Antioquia;Envigado;Apartamento;Venta;4;4;3;243;USD;178915
7376;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;29;USD;65900
7377;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;113;USD;148637
7378;Argentina;Capital Federal;Parque Avellaneda;Departamento;Venta;3;2;1;47;USD;71500
7379;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;106;USD;93587
7380;Argentina;Capital Federal;Balvanera;Departamento;Venta;2;1;1;35;USD;69000
7381;Argentina;Buenos Aires Interior;Tandil;Departamento;Venta;2;1;1;56;USD;78000
7382;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;4;3;2;105;USD;250000
7383;Argentina;Capital Federal;Recoleta;Departamento;Venta;3;2;1;71;USD;239000
7384;Argentina;Cordoba;Cordoba;Departamento;Venta;3;2;1;70;USD;95000
7385;Argentina;Bs.As. G.B.A. Zona Sur;Lomas de Zamora;Departamento;Venta;3;2;1;55;USD;92000
7386;Argentina;Buenos Aires Costa Atlantica;San Bernardo;Departamento;Venta;2;1;1;41;USD;42000
7387;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;2;132;USD;290000
7388;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;40;USD;66650
7389;Colombia;Antioquia;Itagui;Apartamento;Venta;3;3;2;73;USD;74319
7390;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;3;2;1;88;USD;112000
7391;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;46;USD;119000
7392;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;33;USD;95000
7393;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;47000
7394;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;1;97;USD;74869
7395;Colombia;Antioquia;Medellin;Apartamento;Venta;4;4;5;214;USD;200936
7396;Colombia;Antioquia;La Estrella;Apartamento;Venta;3;3;2;72;USD;77746
7397;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;85;USD;78448
7398;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;3;147;USD;283512
7399;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;34;USD;105000
7400;Argentina;Cordoba;Cordoba;Departamento;Venta;5;2;1;61;USD;85000
7401;Argentina;Bs.As. G.B.A. Zona Oeste;Moreno;Departamento;Venta;3;2;1;52;USD;54000
7402;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;59;USD;90834
7403;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;66;USD;149900
7404;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;2;51;USD;250001
7405;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;36;USD;83900
7406;Colombia;Cundinamarca;Cabrera;Apartamento;Venta;3;3;4;256;USD;440407
7407;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;64;USD;58354
7408;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;44;USD;84900
7409;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;154;USD;156895
7410;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;98;USD;86155
7411;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;107;USD;115607
7412;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;45;USD;75000
7413;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;92;USD;44041
7414;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;23;USD;51430
7415;Argentina;Santa Fe;Rosario;Departamento;Venta;4;3;1;60;USD;60000
7416;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;277;USD;839527
7417;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;99;USD;93587
7418;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;75;USD;185000
7419;Argentina;Capital Federal;Congreso;Departamento;Venta;2;1;1;42;USD;97000
7420;Colombia;Santander;Bucaramanga;Apartamento;Venta;3;3;2;127;USD;85329
7421;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;38;USD;140000
7422;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;3;2;1;45;USD;135000
7423;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;44;USD;41288
7424;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;60;USD;45417
7425;Argentina;Capital Federal;Balvanera;Departamento;Venta;2;1;1;26;USD;67000
7426;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;4;4;5;320;USD;467933
7427;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;255;USD;770713
7428;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;105;USD;126617
7429;Argentina;Capital Federal;San Cristobal;Departamento;Venta;3;2;1;44;USD;85000
7430;Argentina;Capital Federal;Balvanera;Departamento;Venta;3;2;1;65;USD;90000
7431;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;35;USD;105000
7432;Argentina;Bs.As. G.B.A. Zona Norte;San Miguel;Departamento;Venta;1;1;1;27;USD;53000
7433;Argentina;Capital Federal;Villa Lugano;Departamento;Venta;4;3;1;70;USD;80000
7434;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;4;2;1;60;USD;120000
7435;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;1;48;USD;30278
7436;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;160;USD;247729
7437;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;1;1;1;52;USD;73000
7438;Colombia;Risaralda;Pereira;Apartamento;Venta;3;3;3;120;USD;68814
7439;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;35;USD;105000
7440;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;50;USD;130000
7441;Argentina;Capital Federal;Villa Devoto;Departamento;Venta;3;2;1;55;USD;125000
7442;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;2;80;USD;79824
7443;Colombia;Antioquia;La Estrella;Apartamento;Venta;3;3;2;75;USD;82576
7444;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;85;USD;189000
7445;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;55;USD;114000
7446;Argentina;Bs.As. G.B.A. Zona Sur;Berazategui;Departamento;Venta;2;1;1;43;USD;68000
7447;Argentina;Capital Federal;Flores;Departamento;Venta;2;1;1;38;USD;89900
7448;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;51;USD;90834
7449;Argentina;Capital Federal;San Nicolas;Departamento;Venta;3;2;1;70;USD;160000
7450;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;2;1;1;38;USD;118000
7451;Colombia;Magdalena;Santa Marta;Apartamento;Venta;3;3;3;190;USD;253234
7452;Argentina;Bs.As. G.B.A. Zona Oeste;La Matanza;Departamento;Venta;3;2;1;55;USD;115000
7453;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;3;99;USD;85329
